ID,Specialty,Subcategory,Topic,Subtopic,Search_Term_1,Search_Term_2,Search_Term_3,Search_Term_4,Image_Types,AMC_Relevance,Priority,Folder_Path
418,Gastroenterology,Colorectal Disorders,Colorectal Cancer,Colon Adenocarcinoma,colorectal cancer colonoscopy,colon adenocarcinoma,bowel cancer endoscopy,colonic tumour CT,"endoscopy, CT",5,HIGH,gastroenterology/colorectal_disorders/colorectal_cancer/colon_adenocarcinoma
419,Gastroenterology,Colorectal Disorders,Colorectal Cancer,Rectal Cancer,rectal cancer MRI,rectal tumour endoscopy,rectal adenocarcinoma,rectal cancer staging MRI,"MRI, endoscopy",5,HIGH,gastroenterology/colorectal_disorders/colorectal_cancer/rectal_cancer
420,Gastroenterology,Colorectal Disorders,Colonic Polyps,Adenomatous Polyp,adenomatous polyp colonoscopy,tubular adenoma colon,colonic adenoma,adenomatous polyp histology,"endoscopy, microscopy",5,HIGH,gastroenterology/colorectal_disorders/colonic_polyps/adenomatous_polyp
421,Gastroenterology,Colorectal Disorders,Colonic Polyps,Villous Adenoma,villous adenoma colonoscopy,villous polyp colon,tubulovillous adenoma,villous adenoma histology,"endoscopy, microscopy",4,HIGH,gastroenterology/colorectal_disorders/colonic_polyps/villous_adenoma
422,Gastroenterology,Colorectal Disorders,Colonic Polyps,Hyperplastic Polyp Colon,hyperplastic polyp colonoscopy,hyperplastic colon polyp,serrated polyp colon,hyperplastic polyp histology,"endoscopy, microscopy",3,HIGH,gastroenterology/colorectal_disorders/colonic_polyps/hyperplastic_polyp_colon
423,Gastroenterology,Colorectal Disorders,Diverticular Disease,Diverticulosis,diverticulosis colonoscopy,colonic diverticula,diverticular disease CT,sigmoid diverticulosis,"endoscopy, CT",5,HIGH,gastroenterology/colorectal_disorders/diverticular_disease/diverticulosis
424,Gastroenterology,Colorectal Disorders,Diverticular Disease,Diverticulitis,acute diverticulitis CT,diverticulitis inflammation,complicated diverticulitis,diverticular abscess CT,CT,5,HIGH,gastroenterology/colorectal_disorders/diverticular_disease/diverticulitis
425,Gastroenterology,Colorectal Disorders,Diverticular Disease,Diverticular Perforation,perforated diverticulitis CT,diverticular perforation,Hinchey classification,diverticular peritonitis,CT,5,HIGH,gastroenterology/colorectal_disorders/diverticular_disease/diverticular_perforation
426,Gastroenterology,Colorectal Disorders,Haemorrhoids,Internal Haemorrhoids,internal haemorrhoids colonoscopy,haemorrhoids proctoscopy,haemorrhoidal disease,internal piles endoscopy,"endoscopy, clinical_photo",4,HIGH,gastroenterology/colorectal_disorders/haemorrhoids/internal_haemorrhoids
427,Gastroenterology,Colorectal Disorders,Haemorrhoids,External Haemorrhoids,external haemorrhoids clinical photo,thrombosed external haemorrhoid,perianal haemorrhoids,external piles photo,clinical_photo,4,HIGH,gastroenterology/colorectal_disorders/haemorrhoids/external_haemorrhoids
428,Gastroenterology,Colorectal Disorders,Ischaemic Colitis,Ischaemic Colitis Colonoscopy,ischaemic colitis colonoscopy,ischaemic colitis CT,colonic ischaemia endoscopy,ischaemic colitis thumbprinting,"endoscopy, CT",5,HIGH,gastroenterology/colorectal_disorders/ischaemic_colitis/ischaemic_colitis_colonoscopy
429,Gastroenterology,Hepatobiliary Disorders,Cirrhosis,Alcoholic Cirrhosis,cirrhosis CT liver,alcoholic liver disease,cirrhotic liver imaging,liver cirrhosis ultrasound,"CT, ultrasound, MRI",5,HIGH,gastroenterology/hepatobiliary_disorders/cirrhosis/alcoholic_cirrhosis
430,Gastroenterology,Hepatobiliary Disorders,Cirrhosis,Portal Hypertension,portal hypertension CT,splenomegaly portal hypertension,portosystemic collaterals,caput medusae clinical,"CT, ultrasound, clinical_photo",5,HIGH,gastroenterology/hepatobiliary_disorders/cirrhosis/portal_hypertension
431,Gastroenterology,Hepatobiliary Disorders,Cirrhosis,Ascites Cirrhosis,ascites ultrasound,ascites CT abdomen,cirrhotic ascites,ascites clinical photo,"ultrasound, CT, clinical_photo",5,HIGH,gastroenterology/hepatobiliary_disorders/cirrhosis/ascites_cirrhosis
432,Gastroenterology,Hepatobiliary Disorders,Hepatocellular Carcinoma,Hcc Arterial Phase,hepatocellular carcinoma CT,HCC arterial enhancement,liver cancer MRI,HCC imaging,"CT, MRI",5,HIGH,gastroenterology/hepatobiliary_disorders/hepatocellular_carcinoma/hcc_arterial_phase
433,Gastroenterology,Hepatobiliary Disorders,Hepatocellular Carcinoma,Hcc Washout,HCC washout portal venous phase,hepatocellular carcinoma washout,HCC delayed phase,HCC capsule enhancement,"CT, MRI",4,HIGH,gastroenterology/hepatobiliary_disorders/hepatocellular_carcinoma/hcc_washout
434,Gastroenterology,Hepatobiliary Disorders,Liver Metastases,Colorectal Liver Mets,liver metastases CT,hepatic metastases,colorectal liver metastases,multiple liver lesions CT,"CT, MRI",5,HIGH,gastroenterology/hepatobiliary_disorders/liver_metastases/colorectal_liver_mets
435,Gastroenterology,Hepatobiliary Disorders,Fatty Liver Disease,Hepatic Steatosis,fatty liver ultrasound,hepatic steatosis CT,NAFLD imaging,fatty liver MRI,"ultrasound, CT, MRI",5,HIGH,gastroenterology/hepatobiliary_disorders/fatty_liver_disease/hepatic_steatosis
436,Gastroenterology,Hepatobiliary Disorders,Fatty Liver Disease,Nash Cirrhosis,NASH cirrhosis imaging,non-alcoholic steatohepatitis,NASH liver biopsy,steatohepatitis histology,"CT, microscopy",4,HIGH,gastroenterology/hepatobiliary_disorders/fatty_liver_disease/nash_cirrhosis
437,Gastroenterology,Hepatobiliary Disorders,Cholelithiasis,Gallstones Ultrasound,gallstones ultrasound,cholelithiasis imaging,gallbladder stones,gallstones CT,"ultrasound, CT",5,HIGH,gastroenterology/hepatobiliary_disorders/cholelithiasis/gallstones_ultrasound
438,Gastroenterology,Hepatobiliary Disorders,Cholelithiasis,Acute Cholecystitis,acute cholecystitis ultrasound,cholecystitis CT,gallbladder inflammation,thickened gallbladder wall,"ultrasound, CT",5,HIGH,gastroenterology/hepatobiliary_disorders/cholelithiasis/acute_cholecystitis
439,Gastroenterology,Hepatobiliary Disorders,Cholelithiasis,Choledocholithiasis,choledocholithiasis MRCP,common bile duct stone,CBD stone ERCP,bile duct calculi,"MRCP, ERCP, ultrasound",5,HIGH,gastroenterology/hepatobiliary_disorders/cholelithiasis/choledocholithiasis
440,Gastroenterology,Hepatobiliary Disorders,Cholangitis,Ascending Cholangitis,ascending cholangitis MRCP,acute cholangitis CT,bile duct inflammation,cholangitis ERCP,"MRCP, CT, ERCP",5,HIGH,gastroenterology/hepatobiliary_disorders/cholangitis/ascending_cholangitis
441,Gastroenterology,Hepatobiliary Disorders,Cholangitis,Primary Sclerosing Cholangitis,primary sclerosing cholangitis MRCP,PSC bile ducts,PSC beading ERCP,sclerosing cholangitis,"MRCP, ERCP",4,HIGH,gastroenterology/hepatobiliary_disorders/cholangitis/primary_sclerosing_cholangitis
442,Gastroenterology,Hepatobiliary Disorders,Viral Hepatitis,Hepatitis B Cirrhosis,hepatitis B cirrhosis,HBV liver disease,chronic hepatitis B imaging,hepatitis B CT liver,"CT, ultrasound",5,HIGH,gastroenterology/hepatobiliary_disorders/viral_hepatitis/hepatitis_b_cirrhosis
443,Gastroenterology,Hepatobiliary Disorders,Viral Hepatitis,Hepatitis C Fibrosis,hepatitis C liver fibrosis,HCV chronic liver disease,hepatitis C cirrhosis,hepatitis C imaging,"CT, MRI, ultrasound",5,HIGH,gastroenterology/hepatobiliary_disorders/viral_hepatitis/hepatitis_c_fibrosis
444,Gastroenterology,Hepatobiliary Disorders,Viral Hepatitis,Acute Hepatitis,acute hepatitis ultrasound,hepatitis liver inflammation,acute viral hepatitis imaging,hepatomegaly hepatitis,"ultrasound, CT",4,HIGH,gastroenterology/hepatobiliary_disorders/viral_hepatitis/acute_hepatitis
445,Gastroenterology,Hepatobiliary Disorders,Liver Abscess,Pyogenic Liver Abscess,pyogenic liver abscess CT,bacterial liver abscess,liver abscess ultrasound,hepatic abscess imaging,"CT, ultrasound",5,HIGH,gastroenterology/hepatobiliary_disorders/liver_abscess/pyogenic_liver_abscess
446,Gastroenterology,Hepatobiliary Disorders,Liver Abscess,Amoebic Liver Abscess,amoebic liver abscess CT,Entamoeba histolytica abscess,amoebic hepatic abscess,amoebic abscess ultrasound,"CT, ultrasound",4,HIGH,gastroenterology/hepatobiliary_disorders/liver_abscess/amoebic_liver_abscess
447,Gastroenterology,Pancreatic Disorders,Acute Pancreatitis,Interstitial Pancreatitis,acute pancreatitis CT,pancreatic inflammation,interstitial pancreatitis,pancreatitis imaging,CT,5,HIGH,gastroenterology/pancreatic_disorders/acute_pancreatitis/interstitial_pancreatitis
448,Gastroenterology,Pancreatic Disorders,Acute Pancreatitis,Necrotising Pancreatitis,necrotising pancreatitis CT,pancreatic necrosis,severe acute pancreatitis,pancreatic necrosis imaging,CT,5,HIGH,gastroenterology/pancreatic_disorders/acute_pancreatitis/necrotising_pancreatitis
449,Gastroenterology,Pancreatic Disorders,Acute Pancreatitis,Pancreatic Pseudocyst,pancreatic pseudocyst CT,pancreatic fluid collection,pseudocyst ultrasound,post-pancreatitis pseudocyst,"CT, ultrasound",4,HIGH,gastroenterology/pancreatic_disorders/acute_pancreatitis/pancreatic_pseudocyst
450,Gastroenterology,Pancreatic Disorders,Chronic Pancreatitis,Pancreatic Calcification,chronic pancreatitis CT,pancreatic calcifications,chronic pancreatitis imaging,pancreatic atrophy,"CT, MRCP",5,HIGH,gastroenterology/pancreatic_disorders/chronic_pancreatitis/pancreatic_calcification
451,Gastroenterology,Pancreatic Disorders,Pancreatic Cancer,Pancreatic Ductal Adenocarcinoma,pancreatic cancer CT,pancreatic adenocarcinoma,pancreatic head tumour,pancreatic mass imaging,"CT, MRI, MRCP",5,HIGH,gastroenterology/pancreatic_disorders/pancreatic_cancer/pancreatic_ductal_adenocarcinoma
452,Gastroenterology,Pancreatic Disorders,Pancreatic Cancer,Pancreatic Tail Cancer,pancreatic tail cancer,distal pancreatic cancer CT,pancreatic body tumour,tail pancreas adenocarcinoma,"CT, MRI",4,HIGH,gastroenterology/pancreatic_disorders/pancreatic_cancer/pancreatic_tail_cancer
453,Gastroenterology,Pancreatic Disorders,Pancreatic Cystic Lesions,Ipmn,IPMN pancreas,intraductal papillary mucinous neoplasm,pancreatic cystic lesion,IPMN MRCP,"CT, MRI, MRCP",4,HIGH,gastroenterology/pancreatic_disorders/pancreatic_cystic_lesions/ipmn
454,Gastroenterology,Pancreatic Disorders,Pancreatic Cystic Lesions,Serous Cystadenoma,serous cystadenoma pancreas,pancreatic serous cyst,microcystic pancreatic adenoma,serous cystadenoma CT,"CT, MRI",3,HIGH,gastroenterology/pancreatic_disorders/pancreatic_cystic_lesions/serous_cystadenoma
455,Gastroenterology,Pancreatic Disorders,Pancreatic Cystic Lesions,Mucinous Cystadenoma,mucinous cystadenoma pancreas,pancreatic mucinous cyst,mucinous cystic neoplasm,MCN pancreas imaging,"CT, MRI",3,HIGH,gastroenterology/pancreatic_disorders/pancreatic_cystic_lesions/mucinous_cystadenoma
456,Gastroenterology,Abdominal Wall Hernias,Inguinal Hernia,Indirect Inguinal Hernia,indirect inguinal hernia CT,inguinal hernia ultrasound,groin hernia imaging,indirect hernia clinical photo,"CT, ultrasound, clinical_photo",5,HIGH,gastroenterology/abdominal_wall_hernias/inguinal_hernia/indirect_inguinal_hernia
457,Gastroenterology,Abdominal Wall Hernias,Inguinal Hernia,Direct Inguinal Hernia,direct inguinal hernia CT,direct hernia ultrasound,Hesselbach triangle hernia,direct inguinal hernia imaging,"CT, ultrasound",4,HIGH,gastroenterology/abdominal_wall_hernias/inguinal_hernia/direct_inguinal_hernia
458,Gastroenterology,Abdominal Wall Hernias,Inguinal Hernia,Strangulated Hernia,strangulated inguinal hernia CT,strangulated hernia imaging,ischaemic bowel hernia,complicated hernia CT,CT,5,HIGH,gastroenterology/abdominal_wall_hernias/inguinal_hernia/strangulated_hernia
459,Gastroenterology,Abdominal Wall Hernias,Femoral Hernia,Femoral Hernia Imaging,femoral hernia CT,femoral hernia ultrasound,femoral canal hernia,femoral hernia clinical photo,"CT, ultrasound, clinical_photo",5,HIGH,gastroenterology/abdominal_wall_hernias/femoral_hernia/femoral_hernia_imaging
460,Gastroenterology,Abdominal Wall Hernias,Umbilical Hernia,Umbilical Hernia Adult,umbilical hernia CT,paraumbilical hernia,umbilical hernia clinical photo,umbilical hernia ultrasound,"CT, clinical_photo, ultrasound",4,HIGH,gastroenterology/abdominal_wall_hernias/umbilical_hernia/umbilical_hernia_adult
461,Gastroenterology,Abdominal Wall Hernias,Incisional Hernia,Ventral Incisional Hernia,incisional hernia CT,ventral hernia post-surgical,incisional hernia clinical photo,post-laparotomy hernia,"CT, clinical_photo",4,HIGH,gastroenterology/abdominal_wall_hernias/incisional_hernia/ventral_incisional_hernia
462,Gastroenterology,Abdominal Wall Hernias,Hiatus Hernia,Sliding Hiatus Hernia,sliding hiatus hernia CT,hiatal hernia barium swallow,gastro-oesophageal junction hernia,type 1 hiatus hernia,"CT, barium_swallow",5,HIGH,gastroenterology/abdominal_wall_hernias/hiatus_hernia/sliding_hiatus_hernia
463,Gastroenterology,Abdominal Wall Hernias,Hiatus Hernia,Paraoesophageal Hernia,paraoesophageal hernia CT,rolling hiatus hernia,type 2 hiatus hernia,paraoesophageal hernia imaging,"CT, barium_swallow",4,HIGH,gastroenterology/abdominal_wall_hernias/hiatus_hernia/paraoesophageal_hernia
464,Gastroenterology,Peritoneal Disorders,Peritonitis,Spontaneous Bacterial Peritonitis,spontaneous bacterial peritonitis,SBP ascites CT,cirrhosis peritonitis,SBP ultrasound,"CT, ultrasound",5,HIGH,gastroenterology/peritoneal_disorders/peritonitis/spontaneous_bacterial_peritonitis
465,Gastroenterology,Peritoneal Disorders,Peritonitis,Secondary Peritonitis,secondary peritonitis CT,perforated viscus peritonitis,peritoneal contamination,acute peritonitis imaging,CT,5,HIGH,gastroenterology/peritoneal_disorders/peritonitis/secondary_peritonitis
466,Gastroenterology,Peritoneal Disorders,Peritoneal Carcinomatosis,Peritoneal Metastases,peritoneal carcinomatosis CT,peritoneal metastases,omental caking,peritoneal deposits imaging,"CT, MRI",4,HIGH,gastroenterology/peritoneal_disorders/peritoneal_carcinomatosis/peritoneal_metastases
467,Gastroenterology,Appendiceal Disorders,Appendicitis,Acute Appendicitis,acute appendicitis CT,appendicitis ultrasound,inflamed appendix imaging,appendicitis MRI,"CT, ultrasound, MRI",5,HIGH,gastroenterology/appendiceal_disorders/appendicitis/acute_appendicitis
468,Gastroenterology,Appendiceal Disorders,Appendicitis,Perforated Appendicitis,perforated appendicitis CT,appendiceal perforation,appendiceal abscess,complicated appendicitis imaging,CT,5,HIGH,gastroenterology/appendiceal_disorders/appendicitis/perforated_appendicitis
469,Gastroenterology,Appendiceal Disorders,Appendiceal Neoplasms,Appendiceal Mucocele,appendiceal mucocele CT,dilated appendix mucin,mucocele appendix,appendiceal mucinous cystadenoma,CT,3,HIGH,gastroenterology/appendiceal_disorders/appendiceal_neoplasms/appendiceal_mucocele
470,Gastroenterology,Anal Disorders,Anal Fissure,Chronic Anal Fissure,anal fissure clinical photo,chronic anal fissure,posterior midline fissure,anal fissure examination,clinical_photo,4,HIGH,gastroenterology/anal_disorders/anal_fissure/chronic_anal_fissure
471,Gastroenterology,Anal Disorders,Perianal Abscess,Perianal Abscess Mri,perianal abscess MRI,perianal abscess clinical photo,anorectal abscess,perianal sepsis imaging,"MRI, clinical_photo",5,HIGH,gastroenterology/anal_disorders/perianal_abscess/perianal_abscess_mri
472,Gastroenterology,Anal Disorders,Anal Fistula,Anal Fistula Mri,anal fistula MRI,fistula-in-ano,perianal fistula imaging,Parks classification fistula,MRI,4,HIGH,gastroenterology/anal_disorders/anal_fistula/anal_fistula_mri
473,Gastroenterology,Anal Disorders,Anal Cancer,Squamous Cell Anal Cancer,anal cancer MRI,anal squamous cell carcinoma,anal canal tumour,anal cancer clinical photo,"MRI, clinical_photo",4,HIGH,gastroenterology/anal_disorders/anal_cancer/squamous_cell_anal_cancer
474,Gastroenterology,Splenic Disorders,Splenomegaly,Massive Splenomegaly,splenomegaly CT,enlarged spleen ultrasound,massive splenomegaly,splenomegaly imaging,"CT, ultrasound",5,HIGH,gastroenterology/splenic_disorders/splenomegaly/massive_splenomegaly
475,Gastroenterology,Splenic Disorders,Splenic Infarction,Splenic Infarct,splenic infarction CT,splenic infarct imaging,wedge-shaped splenic infarct,splenic ischaemia,CT,4,HIGH,gastroenterology/splenic_disorders/splenic_infarction/splenic_infarct
476,Gastroenterology,Splenic Disorders,Splenic Rupture,Traumatic Splenic Rupture,splenic rupture CT,ruptured spleen trauma,splenic laceration,splenic injury grading,CT,5,HIGH,gastroenterology/splenic_disorders/splenic_rupture/traumatic_splenic_rupture
477,Endocrinology,Diabetes Complications,Diabetic Retinopathy,Background Diabetic Retinopathy,background diabetic retinopathy fundoscopy,diabetic retinopathy dot haemorrhages,microaneurysms diabetic retinopathy,NPDR fundoscopy,"fundoscopy, retinal_photo",5,HIGH,endocrinology/diabetes_complications/diabetic_retinopathy/background_diabetic_retinopathy
478,Endocrinology,Diabetes Complications,Diabetic Retinopathy,Proliferative Diabetic Retinopathy,proliferative diabetic retinopathy,PDR neovascularisation,diabetic retinopathy new vessels,PDR fundoscopy,"fundoscopy, retinal_photo, fluorescein_angiography",5,HIGH,endocrinology/diabetes_complications/diabetic_retinopathy/proliferative_diabetic_retinopathy
479,Endocrinology,Diabetes Complications,Diabetic Retinopathy,Diabetic Maculopathy,diabetic maculopathy OCT,diabetic macular oedema,maculopathy fundoscopy,diabetic macular ischaemia,"OCT, fundoscopy, retinal_photo",5,HIGH,endocrinology/diabetes_complications/diabetic_retinopathy/diabetic_maculopathy
480,Endocrinology,Diabetes Complications,Diabetic Foot,Diabetic Foot Ulcer,diabetic foot ulcer clinical photo,neuropathic foot ulcer,diabetic foot infection,diabetic ulcer wound,clinical_photo,5,HIGH,endocrinology/diabetes_complications/diabetic_foot/diabetic_foot_ulcer
481,Endocrinology,Diabetes Complications,Diabetic Foot,Charcot Foot,Charcot foot X-ray,neuropathic arthropathy foot,Charcot joint diabetes,Charcot foot MRI,"X-ray, MRI, clinical_photo",4,HIGH,endocrinology/diabetes_complications/diabetic_foot/charcot_foot
482,Endocrinology,Diabetes Complications,Diabetic Foot,Diabetic Foot Osteomyelitis,diabetic foot osteomyelitis MRI,foot bone infection diabetes,osteomyelitis diabetic foot,diabetic foot infection MRI,"MRI, X-ray",5,HIGH,endocrinology/diabetes_complications/diabetic_foot/diabetic_foot_osteomyelitis
483,Endocrinology,Diabetes Complications,Diabetic Nephropathy,Diabetic Kidney Disease,diabetic nephropathy ultrasound,diabetic kidney disease imaging,diabetic renal disease,diabetic nephropathy CT,"ultrasound, CT",4,HIGH,endocrinology/diabetes_complications/diabetic_nephropathy/diabetic_kidney_disease
484,Endocrinology,Diabetes Complications,Hypoglycaemia,Hypoglycaemia Brain Injury,hypoglycaemic brain injury MRI,hypoglycaemia cerebral oedema,severe hypoglycaemia imaging,hypoglycaemic encephalopathy,"MRI, CT",3,HIGH,endocrinology/diabetes_complications/hypoglycaemia/hypoglycaemia_brain_injury
485,Endocrinology,Diabetes Complications,Diabetic Ketoacidosis Complications,Dka Cerebral Oedema,DKA cerebral oedema CT,diabetic ketoacidosis brain swelling,DKA cerebral oedema MRI,DKA complications imaging,"CT, MRI",4,HIGH,endocrinology/diabetes_complications/diabetic_ketoacidosis_complications/dka_cerebral_oedema
486,Endocrinology,Diabetes Complications,Lipohypertrophy,Insulin Lipohypertrophy,lipohypertrophy clinical photo,insulin injection site hypertrophy,lipohypertrophy abdomen,insulin site lumps,clinical_photo,3,HIGH,endocrinology/diabetes_complications/lipohypertrophy/insulin_lipohypertrophy
487,Endocrinology,Diabetes Complications,Necrobiosis Lipoidica,Necrobiosis Lipoidica Diabeticorum,necrobiosis lipoidica clinical photo,necrobiosis lipoidica diabeticorum,NLD diabetes,shin lesions diabetes,clinical_photo,3,HIGH,endocrinology/diabetes_complications/necrobiosis_lipoidica/necrobiosis_lipoidica_diabeticorum
488,Endocrinology,Diabetes Complications,Acanthosis Nigricans,Acanthosis Nigricans Diabetes,acanthosis nigricans clinical photo,acanthosis nigricans insulin resistance,dark skin folds diabetes,acanthosis nigricans neck,clinical_photo,4,HIGH,endocrinology/diabetes_complications/acanthosis_nigricans/acanthosis_nigricans_diabetes
489,Endocrinology,Thyroid Disorders,Thyroid Nodules,Solitary Thyroid Nodule,thyroid nodule ultrasound,solitary thyroid nodule,thyroid nodule imaging,thyroid mass ultrasound,ultrasound,5,HIGH,endocrinology/thyroid_disorders/thyroid_nodules/solitary_thyroid_nodule
490,Endocrinology,Thyroid Disorders,Thyroid Nodules,Multinodular Goitre,multinodular goitre ultrasound,multinodular thyroid,MNG imaging,multinodular goitre CT,"ultrasound, CT",5,HIGH,endocrinology/thyroid_disorders/thyroid_nodules/multinodular_goitre
491,Endocrinology,Thyroid Disorders,Thyroid Nodules,Toxic Multinodular Goitre,toxic multinodular goitre,TMNG nuclear medicine,toxic MNG thyroid scan,hyperthyroid MNG,"nuclear_medicine, ultrasound",4,HIGH,endocrinology/thyroid_disorders/thyroid_nodules/toxic_multinodular_goitre
492,Endocrinology,Thyroid Disorders,Thyroid Cancer,Papillary Thyroid Cancer,papillary thyroid carcinoma ultrasound,PTC imaging,thyroid cancer ultrasound,papillary thyroid cancer,ultrasound,5,HIGH,endocrinology/thyroid_disorders/thyroid_cancer/papillary_thyroid_cancer
493,Endocrinology,Thyroid Disorders,Thyroid Cancer,Follicular Thyroid Cancer,follicular thyroid carcinoma,FTC imaging,follicular thyroid cancer ultrasound,follicular thyroid neoplasm,"ultrasound, nuclear_medicine",4,HIGH,endocrinology/thyroid_disorders/thyroid_cancer/follicular_thyroid_cancer
494,Endocrinology,Thyroid Disorders,Thyroid Cancer,Anaplastic Thyroid Cancer,anaplastic thyroid carcinoma,undifferentiated thyroid cancer,anaplastic thyroid cancer CT,aggressive thyroid cancer,"CT, ultrasound",3,HIGH,endocrinology/thyroid_disorders/thyroid_cancer/anaplastic_thyroid_cancer
495,Endocrinology,Thyroid Disorders,Thyroid Cancer,Medullary Thyroid Cancer,medullary thyroid carcinoma,MTC imaging,calcitonin producing tumour,medullary thyroid cancer ultrasound,"ultrasound, nuclear_medicine",4,HIGH,endocrinology/thyroid_disorders/thyroid_cancer/medullary_thyroid_cancer
496,Endocrinology,Thyroid Disorders,Graves Disease,Graves Ophthalmopathy,Graves ophthalmopathy CT,thyroid eye disease,Graves orbitopathy MRI,exophthalmos Graves,"CT, MRI, clinical_photo",5,HIGH,endocrinology/thyroid_disorders/graves_disease/graves_ophthalmopathy
497,Endocrinology,Thyroid Disorders,Graves Disease,Graves Thyroid Uptake,Graves disease thyroid scan,diffuse thyroid uptake,Graves hyperthyroidism scan,increased thyroid uptake,nuclear_medicine,5,HIGH,endocrinology/thyroid_disorders/graves_disease/graves_thyroid_uptake
498,Endocrinology,Thyroid Disorders,Thyroiditis,Hashimoto Thyroiditis,Hashimoto thyroiditis ultrasound,chronic lymphocytic thyroiditis,Hashimoto disease imaging,autoimmune thyroiditis,ultrasound,4,HIGH,endocrinology/thyroid_disorders/thyroiditis/hashimoto_thyroiditis
499,Endocrinology,Thyroid Disorders,Thyroiditis,De Quervain Thyroiditis,de Quervain thyroiditis,subacute thyroiditis,painful thyroiditis imaging,subacute thyroiditis nuclear,"nuclear_medicine, ultrasound",3,HIGH,endocrinology/thyroid_disorders/thyroiditis/de_quervain_thyroiditis
500,Endocrinology,Thyroid Disorders,Goitre,Simple Goitre,simple goitre ultrasound,non-toxic goitre,diffuse goitre imaging,goitre clinical photo,"ultrasound, clinical_photo",4,HIGH,endocrinology/thyroid_disorders/goitre/simple_goitre
501,Endocrinology,Thyroid Disorders,Goitre,Retrosternal Goitre,retrosternal goitre CT,substernal goitre,intrathoracic goitre,retrosternal thyroid,CT,4,HIGH,endocrinology/thyroid_disorders/goitre/retrosternal_goitre
502,Endocrinology,Thyroid Disorders,Thyroid Cyst,Simple Thyroid Cyst,thyroid cyst ultrasound,simple thyroid cyst,colloid cyst thyroid,thyroid cystic lesion,ultrasound,3,HIGH,endocrinology/thyroid_disorders/thyroid_cyst/simple_thyroid_cyst
503,Endocrinology,Pituitary Disorders,Pituitary Adenoma,Prolactinoma,prolactinoma MRI,pituitary prolactin adenoma,prolactinoma imaging,microadenoma pituitary,MRI,5,HIGH,endocrinology/pituitary_disorders/pituitary_adenoma/prolactinoma
504,Endocrinology,Pituitary Disorders,Pituitary Adenoma,Growth Hormone Adenoma,GH secreting adenoma MRI,acromegaly pituitary MRI,growth hormone adenoma,acromegaly imaging,MRI,4,HIGH,endocrinology/pituitary_disorders/pituitary_adenoma/growth_hormone_adenoma
505,Endocrinology,Pituitary Disorders,Pituitary Adenoma,Acth Secreting Adenoma,ACTH secreting adenoma,Cushing disease pituitary MRI,corticotroph adenoma,ACTH adenoma imaging,MRI,4,HIGH,endocrinology/pituitary_disorders/pituitary_adenoma/acth_secreting_adenoma
506,Endocrinology,Pituitary Disorders,Pituitary Adenoma,Non Functioning Adenoma,non-functioning pituitary adenoma,pituitary macroadenoma MRI,clinically silent adenoma,pituitary incidentaloma,MRI,5,HIGH,endocrinology/pituitary_disorders/pituitary_adenoma/non_functioning_adenoma
507,Endocrinology,Pituitary Disorders,Acromegaly Features,Acromegaly Hands,acromegaly hands clinical photo,enlarged hands acromegaly,spade-like hands,acromegaly clinical features,clinical_photo,5,HIGH,endocrinology/pituitary_disorders/acromegaly_features/acromegaly_hands
508,Endocrinology,Pituitary Disorders,Acromegaly Features,Acromegaly Facial,acromegaly facial features,acromegaly face clinical photo,prognathism acromegaly,coarse facial features acromegaly,clinical_photo,5,HIGH,endocrinology/pituitary_disorders/acromegaly_features/acromegaly_facial
509,Endocrinology,Pituitary Disorders,Craniopharyngioma,Craniopharyngioma Imaging,craniopharyngioma MRI,craniopharyngioma CT,suprasellar mass craniopharyngioma,calcified craniopharyngioma,"MRI, CT",4,HIGH,endocrinology/pituitary_disorders/craniopharyngioma/craniopharyngioma_imaging
510,Endocrinology,Pituitary Disorders,Empty Sella,Primary Empty Sella,empty sella syndrome MRI,primary empty sella,partial empty sella,empty sella turcica,MRI,3,HIGH,endocrinology/pituitary_disorders/empty_sella/primary_empty_sella
511,Endocrinology,Adrenal Disorders,Adrenal Adenoma,Benign Adrenal Adenoma,adrenal adenoma CT,adrenal incidentaloma,benign adrenal adenoma,adrenal adenoma MRI,"CT, MRI",5,HIGH,endocrinology/adrenal_disorders/adrenal_adenoma/benign_adrenal_adenoma
512,Endocrinology,Adrenal Disorders,Adrenal Adenoma,Conn Syndrome,Conn syndrome adrenal CT,aldosterone producing adenoma,primary hyperaldosteronism imaging,Conn adenoma,"CT, MRI",4,HIGH,endocrinology/adrenal_disorders/adrenal_adenoma/conn_syndrome
513,Endocrinology,Adrenal Disorders,Phaeochromocytoma,Adrenal Phaeochromocytoma,phaeochromocytoma CT,adrenal phaeochromocytoma MRI,pheochromocytoma imaging,MIBG scan phaeochromocytoma,"CT, MRI, nuclear_medicine",5,HIGH,endocrinology/adrenal_disorders/phaeochromocytoma/adrenal_phaeochromocytoma
514,Endocrinology,Adrenal Disorders,Phaeochromocytoma,Paraganglioma,paraganglioma CT,extra-adrenal phaeochromocytoma,paraganglioma MRI,abdominal paraganglioma,"CT, MRI, nuclear_medicine",3,HIGH,endocrinology/adrenal_disorders/phaeochromocytoma/paraganglioma
515,Endocrinology,Adrenal Disorders,Cushing Syndrome,Cushing Clinical Features,Cushing syndrome clinical photo,moon face Cushing,buffalo hump clinical,Cushing striae,clinical_photo,5,HIGH,endocrinology/adrenal_disorders/cushing_syndrome/cushing_clinical_features
